name,lat,lng,address,website,phone,hours,category
Compassion Huntington Park Food Hub,34.001088,-118.190297,"3532 Lake Ct, Huntington Park, CA 90303",https://www.compassion-huntington-park-food-hub.org,(323) 880-8439,"Mon,Wed,Thu 9–3",Mobile Pantry
Fresh Moreno Valley Food Pantry,33.966513,-117.234937,"5805 Prospect Ter, Moreno Valley, CA 92595",https://www.fresh-moreno-valley-food-pantry.org,(951) 466-7568,"Tue–Fri 8–2",Resource Hub
Uplift Vallejo Relief Center,38.138269,-122.228277,"3134 Coast Lane, Vallejo, CA 94636",https://www.uplift-vallejo-relief-center.org,(707) 832-8961,"Mon–Fri 10–6",Youth Services
Uplift Vallejo Food Pantry,38.076744,-122.290334,"1421 Jackson Rd, Vallejo, CA 94590",https://www.uplift-vallejo-food-pantry.org,(707) 720-5260,"Wed–Sat 9–2",Pantry
Grace Willits Food Shelf,39.384142,-123.372132,"7195 Elm Rd, Willits, CA 95504",https://www.grace-willits-food-shelf.org,(707) 680-2412,"Mon–Sat 10–4",Youth Services
Caring San Bruno Food Shelf,37.597317,-122.407517,"2261 Park Rd, San Bruno, CA 94114",https://www.caring-san-bruno-food-shelf.org,(650) 895-5627,"Tue–Sat 9–3",Resource Hub
Faith Oceanside Relief Center,33.226171,-117.355775,"580 Chestnut St, Oceanside, CA 92099",https://www.faith-oceanside-relief-center.org,(760) 248-1243,"Tue,Thu 11–6",Mobile Pantry
Resource Simi Valley Nutrition Center,34.225958,-118.740019,"6224 Maple Rd, Simi Valley, CA 93080",https://www.resource-simi-valley-nutrition-center.org,(805) 418-9776,"Mon–Fri 11–7",Senior Services
Harvest Napa Community Kitchen,38.291086,-122.250224,"7036 Coral Lane, Napa, CA 94584",https://www.harvest-napa-community-kitchen.org,(707) 580-9300,"Tue–Sat 9–3",Youth Services
Village Pacifica Nutrition Center,37.614337,-122.457805,"3651 Highland St, Pacifica, CA 94056",https://www.village-pacifica-nutrition-center.org,(650) 380-6760,"Mon–Sat 10–4",Community Center
Faith Tustin Food Collective,33.726421,-117.829497,"8943 Broadway Rd, Tustin, CA 92817",https://www.faith-tustin-food-collective.org,(714) 717-7120,"Tue–Sat 9–3",Community Center
Neighborhood Santa Cruz Support Network,36.999645,-121.996985,"2072 Oak Way, Santa Cruz, CA 95104",https://www.neighborhood-santa-cruz-support-network.org,(831) 600-8037,"Mon–Thu 10–6",Resource Hub
Bridge San Leandro Food Hub,37.693194,-122.137746,"5833 Sunset Rd, San Leandro, CA 94589",https://www.bridge-san-leandro-food-hub.org,(510) 842-3708,"Tue–Sat 8–12",Senior Services
Mission Grass Valley Resource Center,39.200269,-121.097246,"8823 Sunset Blvd, Grass Valley, CA 95988",https://www.mission-grass-valley-resource-center.org,(530) 673-9942,"Tue–Sat 8–12",Youth Services
Friendship Riverside Food Shelf,34.005477,-117.388737,"9986 Palm Ter, Riverside, CA 92506",https://www.friendship-riverside-food-shelf.org,(951) 459-8406,"Wed 10–6 & Sat 9–1",Community Center
Grace Mill Valley Nutrition Center,37.892488,-122.574156,"716 Second Pl, Mill Valley, CA 94950",https://www.grace-mill-valley-nutrition-center.org,(415) 273-6928,"Mon–Sat 10–4",Senior Services
Grace Martinez Nutrition Center,37.995999,-122.115585,"229 Harbor Pl, Martinez, CA 94602",https://www.grace-martinez-nutrition-center.org,(925) 300-6094,"Mon–Fri 7–3",Faith-Based Pantry
Resilience Escondido Food Shelf,33.12705,-117.128056,"1366 Highland Rd, Escondido, CA 92031",https://www.resilience-escondido-food-shelf.org,(760) 619-9628,"Tue–Sat 9–3",Faith-Based Pantry
Bridge Santa Clarita Resource Center,34.351768,-118.505081,"1253 Main Pl, Santa Clarita, CA 91393",https://www.bridge-santa-clarita-resource-center.org,(661) 883-9672,"Mon,Wed,Thu 9–3",Resource Hub
Village Costa Mesa Food Shelf,33.673096,-117.932004,"4506 Jackson Ave, Costa Mesa, CA 92634",https://www.village-costa-mesa-food-shelf.org,(657) 518-2105,"Mon–Sat 10–4",Mobile Pantry
Wellness Mammoth Lakes Community Kitchen,37.648833,-118.939719,"3904 Hill Pl, Mammoth Lakes, CA 93564",https://www.wellness-mammoth-lakes-community-kitchen.org,(760) 342-4165,"Tue–Sat 9–3",Mobile Pantry
Friendship San Mateo Food Collective,37.521731,-122.31323,"2141 Orchard Rd, San Mateo, CA 94410",https://www.friendship-san-mateo-food-collective.org,(650) 500-1790,"Thu 11–6 & Sat 10–2",Senior Services
Compassion Redlands Food Pantry,34.054266,-117.199831,"6029 Highland Pl, Redlands, CA 92389",https://www.compassion-redlands-food-pantry.org,(909) 515-3894,"Mon,Wed,Fri 10–2",Senior Services
Resource Chula Vista Nutrition Center,32.657527,-117.064939,"8324 Winter Pl, Chula Vista, CA 91948",https://www.resource-chula-vista-nutrition-center.org,(619) 802-9474,"Mon–Fri 10–6",Resource Hub
Sunshine Santa Clara Food Hub,37.38103,-121.992332,"5388 Fourth Pl, Santa Clara, CA 95097",https://www.sunshine-santa-clara-food-hub.org,(669) 361-3294,"Mon–Fri 9–5",Faith-Based Pantry
Hope Arvin Resource Center,35.244096,-118.852716,"5903 Forest Dr, Arvin, CA 93206",https://www.hope-arvin-resource-center.org,(661) 705-8554,"Mon–Fri 9–5",Food Bank
Heart Healdsburg Community Kitchen,38.579157,-122.883505,"3745 Chestnut Pl, Healdsburg, CA 95458",https://www.heart-healdsburg-community-kitchen.org,(707) 696-1933,"Mon–Thu 10–6",Mobile Pantry
Unity Belmont Relief Center,37.520082,-122.294875,"2182 Eighth Ave, Belmont, CA 94017",https://www.unity-belmont-relief-center.org,(650) 711-3877,"Tue–Sat 8–12",Community Center
Lighthouse Escondido Food Collective,33.078703,-117.046626,"3722 Cedar Ave, Escondido, CA 92031",https://www.lighthouse-escondido-food-collective.org,(442) 848-6491,"Mon–Fri 10–6",Food Bank
Helping Paso Robles Food Collective,35.66374,-120.662429,"1977 Autumn St, Paso Robles, CA 93494",https://www.helping-paso-robles-food-collective.org,(820) 731-5567,"Mon–Fri 8–4",Pantry
Village Napa Food Pantry,38.299019,-122.272691,"398 Walnut Pl, Napa, CA 94594",https://www.village-napa-food-pantry.org,(707) 686-4012,"Tue–Sat 8–12",Food Bank
Unity Santa Clara Relief Center,37.375834,-121.936826,"5064 Sunset Way, Santa Clara, CA 95088",https://www.unity-santa-clara-relief-center.org,(669) 873-7549,"Tue,Thu 11–6",Food Bank
River Auburn Food Hub,38.864506,-121.084842,"6895 Marina Lane, Auburn, CA 95612",https://www.river-auburn-food-hub.org,(530) 270-1048,"Mon–Thu 10–6",Community Center
Compassion Delano Food Shelf,35.759807,-119.26844,"6091 Coast Ave, Delano, CA 93222",https://www.compassion-delano-food-shelf.org,(661) 342-6674,"Mon–Sat 9–1",Community Center
Fresh Mountain View Food Pantry,37.365326,-122.107967,"3995 River Blvd, Mountain View, CA 94082",https://www.fresh-mountain-view-food-pantry.org,(650) 767-5598,"Mon–Fri 7–3",Community Center
Family Hayward Resource Center,37.664206,-122.116622,"9118 Harbor Way, Hayward, CA 94567",https://www.family-hayward-resource-center.org,(510) 498-9908,"Tue–Sat 9–3",Youth Services
Garden Orinda Food Bank,37.832234,-122.160871,"2634 Jackson Lane, Orinda, CA 94612",https://www.garden-orinda-food-bank.org,(925) 702-1865,"Sat 9–1",Community Center
Community Needles Food Hub,34.814863,-114.64783,"8635 Coast Ave, Needles, CA 92389",https://www.community-needles-food-hub.org,(442) 809-6152,"Mon–Sat 10–4",Food Bank
Faith Roseville Food Pantry,38.713663,-121.32928,"8445 Seventh Rd, Roseville, CA 95694",https://www.faith-roseville-food-pantry.org,(916) 548-2143,"Wed–Sat 9–2",Faith-Based Pantry
Heart Glendale Resource Center,34.113733,-118.221705,"6907 Coral Blvd, Glendale, CA 91250",https://www.heart-glendale-resource-center.org,(818) 224-3303,"Wed–Sat 9–2",Youth Services
Village San Marcos Support Network,33.180667,-117.208257,"310 Ninth Way, San Marcos, CA 92080",https://www.village-san-marcos-support-network.org,(442) 330-6563,"Mon–Fri 10–6",Mobile Pantry
Coastal Davis Relief Center,38.504103,-121.713914,"9161 Tenth Ave, Davis, CA 95657",https://www.coastal-davis-relief-center.org,(530) 545-5201,"Sat 9–1",Youth Services
Neighborhood Arvin Food Hub,35.184553,-118.836469,"4281 Fifth Pl, Arvin, CA 93250",https://www.neighborhood-arvin-food-hub.org,(661) 847-9516,"Tue–Fri 8–2",Community Center
Faith South Lake Tahoe Relief Center,38.923524,-119.957283,"3818 View Way, South Lake Tahoe, CA 96197",https://www.faith-south-lake-tahoe-relief-center.org,(530) 383-7568,"Tue–Fri 8–2",Mobile Pantry
Nourish San Carlos Food Collective,37.489619,-122.298502,"158 Fourth Ave, San Carlos, CA 94071",https://www.nourish-san-carlos-food-collective.org,(650) 293-9467,"Tue–Fri 8–2",Pantry
Together Mountain View Food Hub,37.384244,-122.095382,"6959 Spring Lane, Mountain View, CA 94070",https://www.together-mountain-view-food-hub.org,(650) 420-8959,"Mon,Wed,Fri 10–2",Resource Hub
Wellness Orinda Community Kitchen,37.853024,-122.20042,"5314 College Dr, Orinda, CA 94583",https://www.wellness-orinda-community-kitchen.org,(925) 765-3061,"Mon–Sat 9–1",Youth Services
Family San Leandro Support Network,37.705417,-122.141059,"4841 Adams Ave, San Leandro, CA 94599",https://www.family-san-leandro-support-network.org,(510) 777-4929,"Mon–Thu 10–6",Pantry
Cultural Alhambra Community Kitchen,34.094537,-118.151555,"4681 Santa Fe Dr, Alhambra, CA 91843",https://www.cultural-alhambra-community-kitchen.org,(626) 802-1804,"Tue–Fri 8–2",Faith-Based Pantry
Fresh San Leandro Relief Center,37.769601,-122.154551,"7199 Seaside Pl, San Leandro, CA 94618",https://www.fresh-san-leandro-relief-center.org,(510) 683-4461,"Wed 10–6 & Sat 9–1",Senior Services
Fresh Campbell Food Shelf,37.281952,-121.98817,"2687 Prospect Ter, Campbell, CA 95039",https://www.fresh-campbell-food-shelf.org,(408) 276-7809,"Wed 10–6 & Sat 9–1",Faith-Based Pantry
Faith Albany Resource Center,37.910076,-122.278195,"2296 Marina Rd, Albany, CA 94750",https://www.faith-albany-resource-center.org,(510) 476-7665,"Mon–Fri 7–3",Resource Hub
Fresh Long Beach Community Kitchen,33.756037,-118.156862,"2683 Oak Rd, Long Beach, CA 90839",https://www.fresh-long-beach-community-kitchen.org,(562) 407-6409,"Mon–Thu 10–6",Senior Services
Nourish Twentynine Palms Food Pantry,34.091892,-116.070053,"7818 Second Rd, Twentynine Palms, CA 92280",https://www.nourish-twentynine-palms-food-pantry.org,(760) 438-5009,"Mon–Sat 9–1",Food Bank
Faith Tehachapi Food Pantry,35.136328,-118.416673,"405 Prospect Rd, Tehachapi, CA 93595",https://www.faith-tehachapi-food-pantry.org,(661) 644-3009,"Tue–Fri 8–2",Community Center
Together Stockton Community Kitchen,37.955074,-121.252596,"1933 Park Blvd, Stockton, CA 95236",https://www.together-stockton-community-kitchen.org,(209) 769-6196,"Tue,Thu 11–6",Senior Services
Grace Corona Food Hub,33.910164,-117.533413,"2541 Mission Ave, Corona, CA 92923",https://www.grace-corona-food-hub.org,(951) 730-2270,"Mon–Thu 10–6",Food Bank
Solidarity Eureka Community Kitchen,40.765997,-124.120492,"7820 Park Rd, Eureka, CA 95515",https://www.solidarity-eureka-community-kitchen.org,(707) 264-7504,"Mon–Fri 7–3",Senior Services
Resource Roseville Food Bank,38.794453,-121.291525,"3324 Sycamore Dr, Roseville, CA 95727",https://www.resource-roseville-food-bank.org,(279) 402-5975,"Mon–Sat 9–1",Faith-Based Pantry
Grace Whittier Support Network,33.953677,-118.050902,"9392 Prospect Ter, Whittier, CA 90609",https://www.grace-whittier-support-network.org,(562) 529-1745,"Mon–Thu 9–5",Resource Hub
Mission Tehachapi Food Hub,35.088777,-118.478209,"3674 Oak St, Tehachapi, CA 93600",https://www.mission-tehachapi-food-hub.org,(661) 459-4960,"Tue–Fri 8–2",Pantry
Diversity Fullerton Resource Center,33.908931,-117.932595,"7307 Chestnut Rd, Fullerton, CA 92840",https://www.diversity-fullerton-resource-center.org,(714) 259-4344,"Mon–Fri 7–3",Food Bank
Unity Bridge Brentwood Food Hub,37.967531,-121.732463,"6040 Prospect Way, Brentwood, CA 94552",https://www.unity-bridge-brentwood-food-hub.org,(925) 584-4165,"Sat 9–1",Community Center
Lighthouse Barstow Community Kitchen,34.870625,-117.000624,"9066 Broadway Blvd, Barstow, CA 92343",https://www.lighthouse-barstow-community-kitchen.org,(442) 713-7107,"Mon–Fri 10–6",Pantry
River Modesto Relief Center,37.617641,-120.954317,"2926 Orchard Rd, Modesto, CA 95366",https://www.river-modesto-relief-center.org,(209) 541-1593,"Tue–Sat 9–3",Youth Services
Valley Menifee Community Kitchen,33.709469,-117.228549,"1926 Hill Pl, Menifee, CA 92587",https://www.valley-menifee-community-kitchen.org,(951) 275-6070,"Sat 9–1",Mobile Pantry
Family Redding Food Hub,40.552021,-122.403876,"8927 Grove Ct, Redding, CA 96024",https://www.family-redding-food-hub.org,(530) 488-1070,"Mon–Sat 10–4",Youth Services
Kindness Moreno Valley Food Shelf,33.982359,-117.252687,"3174 Second Ct, Moreno Valley, CA 92588",https://www.kindness-moreno-valley-food-shelf.org,(951) 393-6945,"Mon–Fri 7–3",Faith-Based Pantry
Garden Sunnyvale Food Bank,37.327475,-122.077568,"8550 Valley Way, Sunnyvale, CA 94116",https://www.garden-sunnyvale-food-bank.org,(408) 714-7336,"Mon–Fri 8–4",Senior Services
Nourish Antioch Support Network,38.030061,-121.825932,"1064 Summer Pl, Antioch, CA 94519",https://www.nourish-antioch-support-network.org,(925) 442-8058,"Thu 11–6 & Sat 10–2",Youth Services
Caring San Mateo Food Hub,37.595406,-122.36604,"4435 Lincoln Dr, San Mateo, CA 94433",https://www.caring-san-mateo-food-hub.org,(650) 834-2704,"Wed 10–6 & Sat 9–1",Resource Hub
Garden Santa Barbara Resource Center,34.435876,-119.6752,"2322 Washington Rd, Santa Barbara, CA 93118",https://www.garden-santa-barbara-resource-center.org,(820) 834-3623,"Mon–Thu 9–5",Mobile Pantry
Unity Bridge Fairfield Food Hub,38.271883,-122.008751,"2036 Madison St, Fairfield, CA 94577",https://www.unity-bridge-fairfield-food-hub.org,(707) 341-7153,"Tue–Fri 8–2",Mobile Pantry
Together Larkspur Support Network,37.976954,-122.51639,"1854 College Pl, Larkspur, CA 94974",https://www.together-larkspur-support-network.org,(628) 864-9763,"Tue–Sat 9–3",Resource Hub
Prosper South Lake Tahoe Resource Center,38.937202,-120.01674,"2907 First Dr, South Lake Tahoe, CA 96175",https://www.prosper-south-lake-tahoe-resource-center.org,(530) 689-2014,"Mon–Fri 8–4",Food Bank
Mission Willits Support Network,39.435981,-123.392189,"3270 Washington St, Willits, CA 95522",https://www.mission-willits-support-network.org,(707) 379-9652,"Wed 10–6 & Sat 9–1",Mobile Pantry
Fresh Martinez Food Collective,38.009629,-122.090184,"9209 Eighth Lane, Martinez, CA 94579",https://www.fresh-martinez-food-collective.org,(925) 725-4174,"Mon–Fri 9–5",Faith-Based Pantry
Friendship Placerville Food Shelf,38.709025,-120.813791,"2312 Orchard Way, Placerville, CA 95673",https://www.friendship-placerville-food-shelf.org,(530) 651-3097,"Sat 9–1",Faith-Based Pantry
Inspiration Lompoc Food Hub,34.66075,-120.461733,"7978 Sunset Lane, Lompoc, CA 93479",https://www.inspiration-lompoc-food-hub.org,(820) 548-7911,"Tue–Sat 10–4",Food Bank
Cultural Folsom Support Network,38.691544,-121.220175,"3223 Washington Way, Folsom, CA 95671",https://www.cultural-folsom-support-network.org,(279) 722-9054,"Sat 9–1",Mobile Pantry
Bridge Blythe Food Pantry,33.596374,-114.55367,"266 Autumn Blvd, Blythe, CA 92237",https://www.bridge-blythe-food-pantry.org,(760) 592-9887,"Tue–Fri 8–2",Senior Services
Lighthouse Redlands Heights Food Bank,34.073407,-117.186036,"7052 Cedar Pl, Redlands Heights, CA 92382",https://www.lighthouse-redlands-heights-food-bank.org,(909) 869-2782,"Mon–Fri 7–3",Youth Services
Family Hemet Food Hub,33.723088,-116.960424,"2275 Monterey Ave, Hemet, CA 92574",https://www.family-hemet-food-hub.org,(951) 219-7412,"Tue–Fri 8–2",Pantry
Helping Hands Anaheim Food Bank,33.843997,-117.870205,"7367 Mission Lane, Anaheim, CA 92843",https://www.helping-hands-anaheim-food-bank.org,(657) 481-6218,"Mon–Sat 9–1",Faith-Based Pantry
Hope Needles Food Bank,34.820482,-114.627458,"2616 Sunset Ave, Needles, CA 92404",https://www.hope-needles-food-bank.org,(760) 506-4775,"Mon–Thu 10–6",Senior Services
Hope Fremont Support Network,37.534776,-122.010126,"4959 Oak St, Fremont, CA 94552",https://www.hope-fremont-support-network.org,(510) 849-1123,"Mon–Fri 10–6",Faith-Based Pantry
Helping Hands Oceanside Food Bank,33.211305,-117.401887,"379 Central St, Oceanside, CA 92075",https://www.helping-hands-oceanside-food-bank.org,(442) 740-4549,"Tue–Sat 10–4",Senior Services
Helping Hands San Francisco Food Pantry,37.778896,-122.378069,"4291 Sixth Dr, San Francisco, CA 94119",https://www.helping-hands-san-francisco-food-pantry.org,(628) 398-1375,"Tue–Fri 8–2",Pantry
Harvest Burbank Resource Center,34.174424,-118.325173,"3942 Grove Pl, Burbank, CA 91542",https://www.harvest-burbank-resource-center.org,(818) 659-3689,"Tue–Sat 10–4",Pantry
Cultural Rialto Food Shelf,34.106302,-117.407734,"9972 Oak Lane, Rialto, CA 92408",https://www.cultural-rialto-food-shelf.org,(909) 826-6042,"Mon–Fri 8–4",Youth Services
Nourish Fresno Support Network,36.754929,-119.820574,"4026 Marina Ter, Fresno, CA 93748",https://www.nourish-fresno-support-network.org,(559) 375-4232,"Wed 10–6 & Sat 9–1",Pantry
Garden Corona Food Pantry,33.884218,-117.561341,"4190 Canyon Pl, Corona, CA 92910",https://www.garden-corona-food-pantry.org,(951) 784-5037,"Mon–Fri 11–7",Youth Services
Sunshine Arcata Community Kitchen,40.83035,-124.106731,"4383 Mission Ct, Arcata, CA 95554",https://www.sunshine-arcata-community-kitchen.org,(707) 481-3032,"Mon–Fri 7–3",Mobile Pantry
Family Needles Food Shelf,34.863294,-114.636251,"1977 Autumn Rd, Needles, CA 92375",https://www.family-needles-food-shelf.org,(760) 342-6102,"Mon,Wed,Fri 10–2",Resource Hub
Resilience Santa Monica Support Network,34.003586,-118.524919,"6936 Fourth Rd, Santa Monica, CA 90433",https://www.resilience-santa-monica-support-network.org,(310) 354-8214,"Wed 10–6 & Sat 9–1",Senior Services
Mountain Oxnard Food Hub,34.178584,-119.192884,"7763 Heritage Dr, Oxnard, CA 93077",https://www.mountain-oxnard-food-hub.org,(820) 604-4999,"Mon,Wed,Thu 9–3",Mobile Pantry
Hope Santa Clara Food Pantry,37.338407,-121.999539,"1674 River Pl, Santa Clara, CA 95087",https://www.hope-santa-clara-food-pantry.org,(669) 248-9181,"Mon–Fri 10–6",Senior Services
Caring Antioch Food Shelf,38.025163,-121.802024,"3262 Fourth Lane, Antioch, CA 94537",https://www.caring-antioch-food-shelf.org,(925) 222-5961,"Mon–Sat 9–1",Senior Services
Nourish San Leandro Food Hub,37.714095,-122.168563,"2739 Jackson Rd, San Leandro, CA 94616",https://www.nourish-san-leandro-food-hub.org,(510) 513-3412,"Mon–Fri 11–7",Community Center
Helping Concord Food Hub,37.992086,-122.06844,"4033 Heritage Dr, Concord, CA 94527",https://www.helping-concord-food-hub.org,(925) 309-3058,"Sat 9–1",Mobile Pantry
Resilience Oxnard Food Bank,34.165943,-119.144552,"4248 Spring Way, Oxnard, CA 93045",https://www.resilience-oxnard-food-bank.org,(820) 529-6908,"Mon,Wed,Fri 10–2",Community Center
Heart Lancaster Relief Center,34.71212,-118.112364,"9160 Coast Dr, Lancaster, CA 93536",https://www.heart-lancaster-relief-center.org,(661) 587-2122,"Thu 11–6 & Sat 10–2",Youth Services
Kindness Vacaville Relief Center,38.401047,-121.976851,"6431 Autumn Ter, Vacaville, CA 95694",https://www.kindness-vacaville-relief-center.org,(707) 706-6970,"Tue–Fri 8–2",Faith-Based Pantry
Solidarity Long Beach Food Shelf,33.769067,-118.19173,"2906 Sunset Blvd, Long Beach, CA 90828",https://www.solidarity-long-beach-food-shelf.org,(562) 596-6099,"Tue–Fri 8–2",Mobile Pantry
Lighthouse Yuba City Food Bank,39.177927,-121.654419,"6322 Madison Blvd, Yuba City, CA 96006",https://www.lighthouse-yuba-city-food-bank.org,(530) 273-7724,"Mon–Fri 7–3",Pantry
Garden Fullerton Food Hub,33.862213,-117.894743,"2267 Coral Ave, Fullerton, CA 92836",https://www.garden-fullerton-food-hub.org,(657) 881-2366,"Mon–Sat 10–4",Resource Hub
Lighthouse Monterey Food Pantry,36.616161,-121.87638,"7675 Coast Dr, Monterey, CA 93975",https://www.lighthouse-monterey-food-pantry.org,(831) 328-3625,"Mon–Sat 10–4",Resource Hub
Sunshine Fort Bragg Food Bank,39.440393,-123.83393,"3383 Third St, Fort Bragg, CA 95460",https://www.sunshine-fort-bragg-food-bank.org,(707) 811-6612,"Mon–Fri 10–6",Pantry
Solidarity Lake Arrowhead Relief Center,34.273855,-117.171308,"3726 Elm Ct, Lake Arrowhead, CA 92363",https://www.solidarity-lake-arrowhead-relief-center.org,(909) 627-6381,"Sat 9–1",Food Bank
Wellness Hemet Nutrition Center,33.716143,-116.948759,"8133 Third Ter, Hemet, CA 92587",https://www.wellness-hemet-nutrition-center.org,(951) 604-2953,"Mon,Wed,Fri 10–2",Resource Hub
Helping Hands Pomona Support Network,34.097961,-117.780656,"9669 Tenth Pl, Pomona, CA 91779",https://www.helping-hands-pomona-support-network.org,(909) 663-1866,"Mon–Thu 10–6",Food Bank
Compassion Hemet Food Hub,33.787543,-117.01473,"2178 Adams Dr, Hemet, CA 92552",https://www.compassion-hemet-food-hub.org,(951) 497-7403,"Mon–Thu 10–6",Community Center
Hope Delano Nutrition Center,35.735252,-119.219134,"4393 Garden Dr, Delano, CA 93222",https://www.hope-delano-nutrition-center.org,(661) 842-8041,"Mon–Fri 10–6",Faith-Based Pantry
Solidarity Healdsburg Resource Center,38.601979,-122.870887,"287 Elm Ct, Healdsburg, CA 95456",https://www.solidarity-healdsburg-resource-center.org,(707) 476-9974,"Mon–Fri 7–3",Resource Hub
River Weaverville Resource Center,40.753003,-122.93722,"3544 Broadway Rd, Weaverville, CA 96109",https://www.river-weaverville-resource-center.org,(530) 762-6451,"Mon–Thu 9–5",Community Center
Village Lakeport Community Kitchen,39.00667,-122.947734,"2750 Oak Way, Lakeport, CA 95481",https://www.village-lakeport-community-kitchen.org,(707) 244-3761,"Thu 11–6 & Sat 10–2",Community Center
Coastal Rohnert Park Food Bank,38.36398,-122.662615,"8246 Fifth Rd, Rohnert Park, CA 94970",https://www.coastal-rohnert-park-food-bank.org,(707) 529-9011,"Mon–Fri 9–5",Pantry
Sunshine Palm Springs Relief Center,33.821065,-116.556356,"8118 Third Ct, Palm Springs, CA 92285",https://www.sunshine-palm-springs-relief-center.org,(442) 441-2582,"Mon–Fri 9–5",Mobile Pantry
Grace Turlock Resource Center,37.476754,-120.882179,"9737 Spring Ct, Turlock, CA 95416",https://www.grace-turlock-resource-center.org,(209) 376-7844,"Wed–Sat 9–2",Community Center
Uplift Thousand Oaks Food Hub,34.173456,-118.823422,"7591 Seventh Dr, Thousand Oaks, CA 91374",https://www.uplift-thousand-oaks-food-hub.org,(820) 888-3695,"Wed–Sat 9–2",Youth Services
Kindness Lafayette Food Pantry,37.924534,-122.080444,"1309 Santa Fe Pl, Lafayette, CA 94582",https://www.kindness-lafayette-food-pantry.org,(925) 418-5301,"Mon–Fri 8–4",Food Bank
Bridge Santa Ana Food Hub,33.783165,-117.834203,"6009 Meadow Ave, Santa Ana, CA 92727",https://www.bridge-santa-ana-food-hub.org,(714) 636-8590,"Wed 10–6 & Sat 9–1",Mobile Pantry
Coastal Lake Arrowhead Food Pantry,34.249475,-117.1478,"8096 Spring Lane, Lake Arrowhead, CA 92382",https://www.coastal-lake-arrowhead-food-pantry.org,(909) 363-7704,"Mon–Sat 10–4",Faith-Based Pantry
Compassion Oxnard Food Collective,34.216998,-119.215971,"3912 Seventh Blvd, Oxnard, CA 93066",https://www.compassion-oxnard-food-collective.org,(805) 675-8147,"Mon,Wed,Fri 10–2",Community Center
Faith Healdsburg Food Collective,38.652598,-122.888275,"1795 Sycamore Dr, Healdsburg, CA 95493",https://www.faith-healdsburg-food-collective.org,(707) 590-3505,"Mon–Sat 9–1",Pantry
Nourish Lakeport Food Shelf,39.053654,-122.87812,"2963 Monterey Ter, Lakeport, CA 95478",https://www.nourish-lakeport-food-shelf.org,(707) 661-5601,"Mon–Fri 7–3",Youth Services
Helping Hands Folsom Community Kitchen,38.673868,-121.140955,"3983 Autumn Dr, Folsom, CA 95675",https://www.helping-hands-folsom-community-kitchen.org,(279) 870-1368,"Mon–Fri 11–7",Pantry
Resource Alturas Food Bank,41.531701,-120.546649,"338 Prospect Ct, Alturas, CA 96123",https://www.resource-alturas-food-bank.org,(530) 436-5377,"Mon–Thu 10–6",Faith-Based Pantry
Coastal Chula Vista Food Collective,32.678926,-117.120706,"2228 Oak Lane, Chula Vista, CA 91931",https://www.coastal-chula-vista-food-collective.org,(619) 847-6581,"Mon–Fri 9–5",Faith-Based Pantry
River Santa Rosa Community Kitchen,38.401348,-122.689297,"197 Eighth Way, Santa Rosa, CA 95441",https://www.river-santa-rosa-community-kitchen.org,(707) 270-3418,"Sat 9–1",Community Center
Compassion Fontana Relief Center,34.106708,-117.450032,"7027 Jefferson Ct, Fontana, CA 92348",https://www.compassion-fontana-relief-center.org,(909) 284-6809,"Mon,Wed,Fri 10–2",Pantry
Bridge Fort Bragg Community Kitchen,39.407234,-123.836082,"8244 Sycamore St, Fort Bragg, CA 95478",https://www.bridge-fort-bragg-community-kitchen.org,(707) 448-1744,"Wed 10–6 & Sat 9–1",Pantry
Empowerment Hemet Support Network,33.758613,-116.927461,"7031 Jackson Ter, Hemet, CA 92557",https://www.empowerment-hemet-support-network.org,(951) 201-6404,"Mon–Fri 11–7",Faith-Based Pantry
Fresh Turlock Food Hub,37.475726,-120.864065,"3262 Maple Lane, Turlock, CA 95413",https://www.fresh-turlock-food-hub.org,(209) 220-7236,"Tue–Fri 8–2",Senior Services
Unity Twentynine Palms Food Bank,34.146094,-116.056299,"9056 Elm Blvd, Twentynine Palms, CA 92293",https://www.unity-twentynine-palms-food-bank.org,(760) 246-3369,"Thu 11–6 & Sat 10–2",Youth Services
Coastal Sonora Food Hub,37.975575,-120.396676,"8708 Spring Way, Sonora, CA 95414",https://www.coastal-sonora-food-hub.org,(209) 215-2040,"Mon–Fri 7–3",Pantry
Fresh Pleasant Hill Food Bank,37.918796,-122.058392,"5495 Cedar Pl, Pleasant Hill, CA 94526",https://www.fresh-pleasant-hill-food-bank.org,(925) 544-3882,"Mon–Thu 10–6",Food Bank
Support Orange Relief Center,33.778226,-117.813275,"2697 Main St, Orange, CA 92884",https://www.support-orange-relief-center.org,(714) 373-6248,"Mon–Fri 9–5",Resource Hub
Grace Tustin Food Collective,33.780486,-117.812002,"7409 Maple St, Tustin, CA 92787",https://www.grace-tustin-food-collective.org,(714) 404-3737,"Mon–Fri 8–4",Youth Services
Family Glendale Community Kitchen,34.179019,-118.296321,"1042 Elm Ave, Glendale, CA 91223",https://www.family-glendale-community-kitchen.org,(747) 614-8272,"Tue–Sat 9–3",Food Bank
Mission Napa Food Collective,38.264958,-122.242722,"8950 Winter Blvd, Napa, CA 94593",https://www.mission-napa-food-collective.org,(707) 456-3670,"Mon–Fri 8–4",Mobile Pantry
